模型名称,ID,标准化ID,sample_pick_order,烦恼类别,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分,主观平均分,客观平均分
doubao-seed-2-0-mini-260428,138202135001,138202135001,112,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,74057123001,74057123001,114,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25,0.6666666666666666
doubao-seed-2-0-mini-260428,241116304002,241116304002,117,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,142403341002,142403341002,118,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,294099231003,294099231003,122,无明显生活烦恼,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.25,0.6666666666666666
doubao-seed-2-0-mini-260428,34043123001,34043123001,123,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,274951110001,274951110001,124,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,34676116002,34676116002,125,无明显生活烦恼,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.75,1.3333333333333333
doubao-seed-2-0-mini-260428,321131210001,321131210001,127,无明显生活烦恼,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,244056227001,244056227001,129,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,74002112001,74002112001,130,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,154058310002,154058310002,131,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,266059202002,266059202002,132,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,116006116001,116006116001,136,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,298245316002,298245316002,139,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25,0.3333333333333333
doubao-seed-2-0-mini-260428,296081233002,296081233002,140,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,296081115001,296081115001,141,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,153859111002,153859111002,145,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,347763115002,347763115002,147,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,295331315002,295331315002,150,无明显生活烦恼,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.5,1.6666666666666667
doubao-seed-2-0-mini-260428,175531322002,175531322002,151,无明显生活烦恼,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,294028325002,294028325002,152,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,244056210002,244056210002,153,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-2-0-mini-260428,154058209001,154058209001,157,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,111154107001,111154107001,161,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,134902306001,134902306001,165,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,265359333002,265359333002,167,无明显生活烦恼,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,58659336002,58659336002,170,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,30476203002,30476203002,172,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,56043123001,56043123001,175,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,175531212002,175531212002,177,无明显生活烦恼,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.25,0.0
doubao-seed-2-0-mini-260428,177402120001,177402120001,181,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-2-0-mini-260428,177402135002,177402135002,183,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,151156318001,151156318001,184,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-2-0-mini-260428,347763304002,347763304002,185,无明显生活烦恼,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,65546132001,65546132001,186,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,296081138001,296081138001,187,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,57633117002,57633117002,188,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,296006201002,296006201002,189,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,112744211002,112744211002,190,无明显生活烦恼,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.25,1.3333333333333333
doubao-seed-2-0-mini-260428,241116116001,241116116001,192,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,168231321002,168231321002,193,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,330131314001,330131314001,194,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,64604310002,64604310002,195,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25,0.6666666666666666
doubao-seed-2-0-mini-260428,241116129001,241116129001,197,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,324045138002,324045138002,198,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,175531317002,175531317002,199,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,321116208002,321116208002,203,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,261676239001,261676239001,205,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,117489210001,117489210001,207,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-2-0-mini-260428,110131308002,110131308002,209,无明显生活烦恼,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25,2.0
doubao-seed-2-0-mini-260428,10451307002,10451307002,221,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,111154234001,111154234001,222,无明显生活烦恼,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.75,0.6666666666666666
doubao-seed-2-0-mini-260428,57457105001,57457105001,225,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,184037118001,184037118001,226,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,294099321001,294099321001,227,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,154676127001,154676127001,232,无明显生活烦恼,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.25,1.0
doubao-seed-2-0-mini-260428,334002302001,334002302001,235,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-2-0-mini-260428,154058312001,154058312001,238,无明显生活烦恼,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.5,1.3333333333333333
doubao-seed-2-0-mini-260428,330102222003,330102222003,241,无明显生活烦恼,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.75,1.3333333333333333
doubao-seed-2-0-mini-260428,154044136002,154044136002,244,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,296006236002,296006236002,247,无明显生活烦恼,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25,1.6666666666666667
doubao-seed-2-0-mini-260428,292458229001,292458229001,249,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.6666666666666666
doubao-seed-2-0-mini-260428,104004124001,104004124001,251,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.6666666666666666
doubao-seed-2-0-mini-260428,56043320001,56043320001,254,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,105381333002,105381333002,257,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.5,0.6666666666666666
doubao-seed-2-0-mini-260428,154676113001,154676113001,259,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,151156309002,151156309002,263,无明显生活烦恼,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0
doubao-seed-2-0-mini-260428,321131217001,321131217001,264,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,288251116001,288251116001,266,无明显生活烦恼,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75,1.6666666666666667
doubao-seed-2-0-mini-260428,244604211001,244604211001,270,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.5,1.0
doubao-seed-2-0-mini-260428,117489216001,117489216001,271,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,151156304002,151156304002,273,无明显生活烦恼,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.5,1.0
doubao-seed-2-0-mini-260428,330102216002,330102216002,274,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-2-0-mini-260428,75504303001,75504303001,281,无明显生活烦恼,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,111154102002,111154102002,282,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,334631301002,334631301002,283,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667
doubao-seed-2-0-mini-260428,151156304002,151156304002,286,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,158278218002,158278218002,292,无明显生活烦恼,2.0,1.0,2.0,1.0,,,,1.5,
doubao-seed-2-0-mini-260428,30476138001,30476138001,296,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.6666666666666666
doubao-seed-2-0-mini-260428,160104117002,160104117002,297,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-2-0-mini-260428,285502212002,285502212002,298,无明显生活烦恼,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.75,1.3333333333333333
doubao-seed-2-0-mini-260428,345233328002,345233328002,302,无明显生活烦恼,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25,1.3333333333333333
doubao-seed-2-0-mini-260428,330131305002,330131305002,303,无明显生活烦恼,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25,1.0
doubao-seed-2-0-mini-260428,151156111001,151156111001,305,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,158278204002,158278204002,306,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-2-0-mini-260428,154628304003,154628304003,309,无明显生活烦恼,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.6666666666666667
doubao-seed-2-0-mini-260428,154628208001,154628208001,310,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,34043303001,34043303001,311,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-character-260628,75376243001,75376243001,2,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,175531118001,175531118001,4,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25,1.0
doubao-seed-character-260628,338231328001,338231328001,7,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.75,0.6666666666666666
doubao-seed-character-260628,18206219002,18206219002,10,无明显生活烦恼,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.25,1.0
doubao-seed-character-260628,161159310001,161159310001,12,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,281104130001,281104130001,13,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-character-260628,75504213002,75504213002,18,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5,1.0
doubao-seed-character-260628,154044202001,154044202001,22,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,266059222001,266059222001,23,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666
doubao-seed-character-260628,105102306002,105102306002,32,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.6666666666666666
doubao-seed-character-260628,266306205002,266306205002,38,无明显生活烦恼,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.75,1.3333333333333333
doubao-seed-character-260628,153859115002,153859115002,41,无明显生活烦恼,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,64028310001,64028310001,42,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.6666666666666666
doubao-seed-character-260628,110131321002,110131321002,46,无明显生活烦恼,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.3333333333333333
doubao-seed-character-260628,54054110001,54054110001,49,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,338231202001,338231202001,50,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,280154108002,280154108002,55,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5,0.0
doubao-seed-character-260628,294099132002,294099132002,56,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,154628117001,154628117001,63,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,162431111003,162431111003,64,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
doubao-seed-character-260628,205304214001,205304214001,67,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,204028208001,204028208001,68,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,30476203001,30476203001,70,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,184037219001,184037219001,82,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,150478210001,150478210001,84,无明显生活烦恼,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,134004112002,134004112002,93,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,64028102001,64028102001,96,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,281116308001,281116308001,97,无明显生活烦恼,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.5,1.3333333333333333
doubao-seed-character-260628,275559318001,275559318001,98,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.5,0.3333333333333333
doubao-seed-character-260628,64033129001,64033129001,102,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,294028325002,294028325002,152,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,244056210002,244056210002,153,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
doubao-seed-character-260628,54054108002,54054108002,107,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,65546218001,65546218001,111,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.5,0.3333333333333333
doubao-seed-character-260628,138202135001,138202135001,112,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25,1.0
doubao-seed-character-260628,74057123001,74057123001,114,无明显生活烦恼,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,241116304002,241116304002,117,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333
doubao-seed-character-260628,142403341002,142403341002,118,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,294099231003,294099231003,122,无明显生活烦恼,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,34043123001,34043123001,123,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333
doubao-seed-character-260628,274951110001,274951110001,124,无明显生活烦恼,3.0,2.0,3.0,3.0,0.0,0.0,2.0,2.75,0.6666666666666666
doubao-seed-character-260628,34676116002,34676116002,125,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.75,0.0
doubao-seed-character-260628,321131210001,321131210001,127,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,244056227001,244056227001,129,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,74002112001,74002112001,130,无明显生活烦恼,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25,2.0
doubao-seed-character-260628,154058310002,154058310002,131,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-character-260628,266059202002,266059202002,132,无明显生活烦恼,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-character-260628,116006116001,116006116001,136,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.3333333333333333
doubao-seed-character-260628,298245316002,298245316002,139,无明显生活烦恼,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75,1.0
doubao-seed-character-260628,296081233002,296081233002,140,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,296081115001,296081115001,141,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,153859111002,153859111002,145,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5,0.0
doubao-seed-character-260628,347763115002,347763115002,147,无明显生活烦恼,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.5,0.6666666666666666
doubao-seed-character-260628,295331315002,295331315002,150,无明显生活烦恼,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25,0.6666666666666666
doubao-seed-character-260628,175531322002,175531322002,151,无明显生活烦恼,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,154058209001,154058209001,157,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25,1.0
doubao-seed-character-260628,111154107001,111154107001,161,无明显生活烦恼,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25,2.0
doubao-seed-character-260628,134902306001,134902306001,165,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.3333333333333333
doubao-seed-character-260628,265359333002,265359333002,167,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,58659336002,58659336002,170,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.25,1.3333333333333333
doubao-seed-character-260628,30476203002,30476203002,172,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,56043123001,56043123001,175,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333
doubao-seed-character-260628,175531212002,175531212002,177,无明显生活烦恼,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.75,1.3333333333333333
doubao-seed-character-260628,177402120001,177402120001,181,无明显生活烦恼,2.0,3.0,3.0,3.0,0.0,0.0,2.0,2.75,0.6666666666666666
doubao-seed-character-260628,177402135002,177402135002,183,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,151156318001,151156318001,184,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,347763304002,347763304002,185,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.6666666666666667
doubao-seed-character-260628,65546132001,65546132001,186,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,296081138001,296081138001,187,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.3333333333333333
doubao-seed-character-260628,57633117002,57633117002,188,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
doubao-seed-character-260628,296006201002,296006201002,189,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25,0.6666666666666666
doubao-seed-character-260628,112744211002,112744211002,190,无明显生活烦恼,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.5,1.0
doubao-seed-character-260628,241116116001,241116116001,192,无明显生活烦恼,2.0,3.0,3.0,2.0,0.0,0.0,2.0,2.5,0.6666666666666666
doubao-seed-character-260628,168231321002,168231321002,193,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
doubao-seed-character-260628,330131314001,330131314001,194,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,64604310002,64604310002,195,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333
doubao-seed-character-260628,241116129001,241116129001,197,无明显生活烦恼,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5,0.0
doubao-seed-character-260628,324045138002,324045138002,198,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25,1.0
doubao-seed-character-260628,175531317002,175531317002,199,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,321116208002,321116208002,203,无明显生活烦恼,3.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,1.3333333333333333
doubao-seed-character-260628,261676239001,261676239001,205,无明显生活烦恼,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.5,0.3333333333333333
doubao-seed-character-260628,117489210001,117489210001,207,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333
doubao-seed-character-260628,110131308002,110131308002,209,无明显生活烦恼,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.25,0.3333333333333333
doubao-seed-character-260628,10451307002,10451307002,221,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,111154234001,111154234001,222,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,57457105001,57457105001,225,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,184037118001,184037118001,226,无明显生活烦恼,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25,0.6666666666666666
doubao-seed-character-260628,294099321001,294099321001,227,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,154676127001,154676127001,232,无明显生活烦恼,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5,1.3333333333333333
doubao-seed-character-260628,334002302001,334002302001,235,无明显生活烦恼,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.3333333333333333
doubao-seed-character-260628,154058312001,154058312001,238,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,330102222003,330102222003,241,无明显生活烦恼,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.3333333333333333
doubao-seed-character-260628,154044136002,154044136002,244,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6666666666666666
doubao-seed-character-260628,296006236002,296006236002,247,无明显生活烦恼,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
doubao-seed-character-260628,292458229001,292458229001,249,无明显生活烦恼,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.5,0.6666666666666666
