模型名称,ID,聚类ID,sample_pick_order,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分,主观评分均值
doubao-seed-2-0-mini-260428,135559225002,135559225002,74,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,138202125002,138202125002,75,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,60440205001,60440205001,76,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,141154325001,141154325001,77,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-2-0-mini-260428,74631307001,74631307001,78,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,280154331001,280154331001,79,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,321116113001,321116113001,80,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,56604129001,56604129001,119,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,72428222002,72428222002,120,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,116006312001,116006312001,81,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,184037219001,184037219001,82,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,64033334001,64033334001,83,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-2-0-mini-260428,150478210001,150478210001,84,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,151156311001,151156311001,85,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,271806118001,271806118001,86,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-2-0-mini-260428,60481225002,60481225002,87,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
doubao-seed-2-0-mini-260428,141154206002,141154206002,88,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,94004111001,94004111001,89,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,326359105002,326359105002,90,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,202454134001,202454134001,91,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-2-0-mini-260428,124099315002,124099315002,92,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,134004112002,134004112002,93,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,275559307001,275559307001,94,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,271806130001,271806130001,95,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,64028102001,64028102001,96,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25
doubao-seed-2-0-mini-260428,281116308001,281116308001,97,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-2-0-mini-260428,275559318001,275559318001,98,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,65546119001,65546119001,99,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,205304101002,205304101002,100,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
doubao-seed-2-0-mini-260428,241116332002,241116332002,101,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.25
doubao-seed-2-0-mini-260428,64033129001,64033129001,102,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,110131213002,110131213002,103,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,262728314002,262728314002,104,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,241116221001,241116221001,105,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.25
doubao-seed-2-0-mini-260428,275559328001,275559328001,106,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.5
doubao-seed-2-0-mini-260428,54054108002,54054108002,107,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,154044310001,154044310001,108,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-2-0-mini-260428,270402209001,270402209001,109,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,58202220001,58202220001,110,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,65546218001,65546218001,111,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,138202135001,138202135001,112,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,112744316002,112744316002,113,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,74057123001,74057123001,114,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
doubao-seed-2-0-mini-260428,10206323002,10206323002,115,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,74002116002,74002116002,116,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
doubao-seed-2-0-mini-260428,241116304002,241116304002,117,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,142403341002,142403341002,118,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,141154304002,141154304002,121,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,294099231003,294099231003,122,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.25
doubao-seed-2-0-mini-260428,34043123001,34043123001,123,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,274951110001,274951110001,124,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,34676116002,34676116002,125,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.75
doubao-seed-2-0-mini-260428,175531321001,175531321001,126,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,321131210001,321131210001,127,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,241116320001,241116320001,128,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.5
doubao-seed-2-0-mini-260428,244056227001,244056227001,129,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,74002112001,74002112001,130,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,154058310002,154058310002,131,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,266059202002,266059202002,132,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,184037201002,184037201002,133,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,211154232001,211154232001,134,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,345233228002,345233228002,135,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,116006116001,116006116001,136,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,266059204001,266059204001,137,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,10233105002,10233105002,138,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-2-0-mini-260428,298245316002,298245316002,139,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25
doubao-seed-2-0-mini-260428,296081233002,296081233002,140,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,296081115001,296081115001,141,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,60440124001,60440124001,142,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,194037336001,194037336001,143,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
doubao-seed-2-0-mini-260428,202454220001,202454220001,144,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,153859111002,153859111002,145,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,14031322002,14031322002,146,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,347763115002,347763115002,147,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,347763302001,347763302001,148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,261676110002,261676110002,149,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5
doubao-seed-2-0-mini-260428,295331315002,295331315002,150,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.5
doubao-seed-2-0-mini-260428,175531322002,175531322002,151,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,294028325002,294028325002,152,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,244056210002,244056210002,153,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,244056306002,244056306002,154,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,184037216001,184037216001,155,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,211176120002,211176120002,156,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,154058209001,154058209001,157,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,151156109002,151156109002,158,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,288251231001,288251231001,159,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,150478113001,150478113001,160,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-2-0-mini-260428,111154107001,111154107001,161,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5
doubao-seed-2-0-mini-260428,14643316002,14643316002,162,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,296331123002,296331123002,163,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,134902222002,134902222002,164,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,134902306001,134902306001,165,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,321116307002,321116307002,166,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,265359333002,265359333002,167,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,275559214002,275559214002,168,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,104004216002,104004216002,169,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,58659336002,58659336002,170,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,174643308001,174643308001,171,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,30476203002,30476203002,172,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,161159216001,161159216001,173,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,296081128002,296081128002,174,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,56043123001,56043123001,175,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,334631128001,334631128001,176,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,175531212002,175531212002,177,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.25
doubao-seed-2-0-mini-260428,56302136001,56302136001,178,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,134902327001,134902327001,179,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,74981218001,74981218001,180,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,177402120001,177402120001,181,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,154058322001,154058322001,182,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,177402135002,177402135002,183,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,151156318001,151156318001,184,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,347763304002,347763304002,185,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,65546132001,65546132001,186,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,296081138001,296081138001,187,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,57633117002,57633117002,188,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,296006201002,296006201002,189,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,112744211002,112744211002,190,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.25
doubao-seed-2-0-mini-260428,162431228001,162431228001,191,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,241116116001,241116116001,192,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,168231321002,168231321002,193,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,330131314001,330131314001,194,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,64604310002,64604310002,195,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
doubao-seed-2-0-mini-260428,324078327001,324078327001,196,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,241116129001,241116129001,197,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-2-0-mini-260428,324045138002,324045138002,198,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,175531317002,175531317002,199,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
doubao-seed-2-0-mini-260428,297439202001,297439202001,200,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,330102318002,330102318002,201,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,296081128001,296081128001,202,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,321116208002,321116208002,203,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-2-0-mini-260428,321659309002,321659309002,204,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-2-0-mini-260428,261676239001,261676239001,205,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-2-0-mini-260428,78233308001,78233308001,206,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-2-0-mini-260428,117489210001,117489210001,207,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-2-0-mini-260428,116006208001,116006208001,208,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.25
doubao-seed-2-0-mini-260428,110131308002,110131308002,209,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-2-0-mini-260428,204906235001,204906235001,210,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-2-0-mini-260428,122490107002,122490107002,211,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,202454119001,202454119001,212,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-2-0-mini-260428,60481225001,60481225001,214,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,57457126001,57457126001,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-character-260628,75376243001,75376243001,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,324078110002,324078110002,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,175531118001,175531118001,4,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,14643113001,14643113001,5,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,111154127001,111154127001,6,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,338231328001,338231328001,7,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.75
doubao-seed-character-260628,51606117001,51606117001,8,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,324045114001,324045114001,9,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,18206219002,18206219002,10,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.25
doubao-seed-character-260628,64604125002,64604125002,11,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
doubao-seed-character-260628,161159310001,161159310001,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,281104130001,281104130001,13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-character-260628,134902123001,134902123001,14,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,122490220001,122490220001,15,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.25
doubao-seed-character-260628,56302330002,56302330002,16,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.25
doubao-seed-character-260628,291676308001,291676308001,17,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,75504213002,75504213002,18,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5
doubao-seed-character-260628,184037213001,184037213001,19,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,154058307002,154058307002,20,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,207406312001,207406312001,21,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.5
doubao-seed-character-260628,154044202001,154044202001,22,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,266059222001,266059222001,23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-character-260628,30476124001,30476124001,24,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,135559225002,135559225002,25,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
doubao-seed-character-260628,211176334001,211176334001,26,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,14031307002,14031307002,27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,105102322002,105102322002,31,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,105102306002,105102306002,32,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
doubao-seed-character-260628,134902216001,134902216001,33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,211176105002,211176105002,34,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,280154309002,280154309002,28,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,200104317001,200104317001,29,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,34043224002,34043224002,30,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5
doubao-seed-character-260628,241116202002,241116202002,35,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,64028317002,64028317002,36,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.5
doubao-seed-character-260628,64028314002,64028314002,37,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,266306205002,266306205002,38,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.75
doubao-seed-character-260628,57633243002,57633243002,39,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
doubao-seed-character-260628,202454131002,202454131002,40,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.5
doubao-seed-character-260628,153859115002,153859115002,41,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,64028310001,64028310001,42,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
doubao-seed-character-260628,158278201002,158278201002,43,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,150478205001,150478205001,44,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,281104122003,281104122003,45,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,110131321002,110131321002,46,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
doubao-seed-character-260628,298245106002,298245106002,47,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,266059305001,266059305001,48,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.25
doubao-seed-character-260628,54054110001,54054110001,49,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,338231202001,338231202001,50,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,10206118001,10206118001,51,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,244676309001,244676309001,52,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5
doubao-seed-character-260628,10233105002,10233105002,53,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-character-260628,320146222002,320146222002,54,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,280154108002,280154108002,55,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5
doubao-seed-character-260628,294099132002,294099132002,56,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,151156320002,151156320002,57,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-character-260628,296081302001,296081302001,58,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,65546103002,65546103002,59,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
doubao-seed-character-260628,154058321002,154058321002,60,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,14051113002,14051113002,61,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,75504205002,75504205002,62,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,154628117001,154628117001,63,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,162431111003,162431111003,64,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
doubao-seed-character-260628,320146132002,320146132002,65,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,104004221001,104004221001,66,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.25
doubao-seed-character-260628,205304214001,205304214001,67,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,204028208001,204028208001,68,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,122490104002,122490104002,69,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,30476203001,30476203001,70,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,280154302001,280154302001,71,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,108206101002,108206101002,72,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.5
doubao-seed-character-260628,56346322001,56346322001,73,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,135559225002,135559225002,74,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,138202125002,138202125002,75,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,60440205001,60440205001,76,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,141154325001,141154325001,77,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5
doubao-seed-character-260628,74631307001,74631307001,78,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,280154331001,280154331001,79,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,321116113001,321116113001,80,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,116006312001,116006312001,81,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5
doubao-seed-character-260628,184037219001,184037219001,82,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,64033334001,64033334001,83,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,150478210001,150478210001,84,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,151156311001,151156311001,85,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,271806118001,271806118001,86,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,60481225002,60481225002,87,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,94004111001,94004111001,89,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
doubao-seed-character-260628,326359105002,326359105002,90,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
doubao-seed-character-260628,202454134001,202454134001,91,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,124099315002,124099315002,92,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,134004112002,134004112002,93,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,275559307001,275559307001,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-character-260628,271806130001,271806130001,95,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
doubao-seed-character-260628,64028102001,64028102001,96,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,281116308001,281116308001,97,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.5
